,t,x_0,x_1,x_2,x_des_0,x_des_1,x_des_2
107,0.535,0.09238363282780396,-0.0005434325689393141,-0.0138219234596057,0.08824425549170423,0.0,0.0
108,0.54,0.09303521150599328,-0.000548191209516734,-0.013911608153809998,0.08905896438826688,0.0,0.0
109,0.545,0.09364877140560664,-0.000551970968994806,-0.014009471387920277,0.08984037556224089,0.0,0.0
110,0.55,0.09422494028388623,-0.0005559480730502089,-0.01409218404146526,0.09058841182768773,0.0,0.0
111,0.555,0.09476409547367771,-0.0005596219015697142,-0.014165326697931566,0.09130307014174721,0.0,0.0
112,0.56,0.09526657690283827,-0.0005626250374630489,-0.01424878795714832,0.09198442161152043,0.0,0.0
113,0.5650000000000001,0.0957341828304113,-0.0005663129819414219,-0.014327710062108477,0.09263261130036615,0.0,0.0
114,0.5700000000000001,0.09616954977169652,-0.0005720320559076943,-0.014389482696623856,0.09324785782771183,0.0,0.0
115,0.5750000000000001,0.09657292750144705,-0.0005792538449264267,-0.014452269603840263,0.09383045275648061,0.0,0.0
116,0.58,0.09694314851176308,-0.0005870867483230287,-0.014515768996581333,0.09438075976223192,0.0,0.0
117,0.585,0.0972827994177778,-0.0005965767559141208,-0.014573277541271483,0.09489921357811881,0.0,0.0
118,0.59,0.09759457867862872,-0.0006086871580438649,-0.014641924722742575,0.09538631870976055,0.0,0.0
119,0.595,0.09787725185360051,-0.000622187133130092,-0.014709860656923186,0.0958426479141321,0.0,0.0
120,0.6,0.09812997376291543,-0.0006353645474147699,-0.014759345969253915,0.09626884043657147,0.0,0.0
121,0.605,0.09835571411720671,-0.000648670124210928,-0.014800401205428198,0.09666560000000035,0.0,0.0
122,0.61,0.09855627857241073,-0.0006625596060867709,-0.014837825485067749,0.09703369254047023,0.0,0.0
123,0.615,0.09873175572754526,-0.0006752709083928426,-0.014887335027662993,0.09737394368311603,0.0,0.0
124,0.62,0.0988818688871043,-0.0006850647445479154,-0.014965950138416641,0.09768723595264084,0.0,0.0
