,xtr_0,xtr_1,ytr_0,x_epi_0,x_epi_1,y_epi_0,loss,mean_model,ale_model,epi_model,mean_true,ale_true,x_0,x_1,xte_0,xte_1,mean_modelte,ale_modelte,epi_modelte
324,0.07411680518472157,0.02749871981778237,0.018004265438148766,,,,-0.8337967788300863,0.025637105,0.034201026,0.14500026,0.025025826505067676,0.004665663834326887,0.0979388278909658,0.10078640153762422,0.02203389830508477,-0.07457627118644068,1.9044515,1.9924829,0.14500003
325,0.0729502864920702,0.027336134857914283,0.007600985432209253,,,,-0.9699926129201564,0.027115626,0.034403753,0.14500025,0.028274563508342374,0.005392118021711456,0.0977757819977524,0.10078915548687108,0.027118644067796606,-0.0745762711864407,1.9863746,2.1658692,0.14500003
326,0.06936189201126626,0.02713330590394858,0.003235821565376546,,,,-0.6010754166579828,0.028698524,0.034558967,0.14500026,0.03153018183126171,0.006103129925882731,0.0975494228305606,0.10078050380579383,0.032203389830508494,-0.07457627118644065,2.0682995,2.3432481,0.14500003
327,0.06639235395025263,0.027026119580897012,0.016428072919554584,,,,-0.9763815025003945,0.030561833,0.034794193,0.14500026,0.03568719015130502,0.006713593556195502,0.09733884844396494,0.1007906342310416,0.03728813559322035,-0.07457627118644065,2.150232,2.5240433,0.14500003
328,0.06527007657693157,0.027000320259475703,0.028876778835416873,,,,-0.5759836298873625,0.032560248,0.03498378,0.14500028,0.040090963088829146,0.007829957651357682,0.09706130527571744,0.10079016179693029,0.04237288135593221,-0.0745762711864407,2.232165,2.7077403,0.14500003
329,0.06347369821088902,0.026954317903842725,0.05801427409713684,,,,-0.8152910406330982,0.0348495,0.035258,0.14500026,0.045110157763965895,0.008858418801689505,0.09679791808378979,0.10080731856426497,0.04745762711864409,-0.07457627118644068,2.3141253,2.8943799,0.14500003
330,0.05811390619667597,0.02684347791216536,0.1691031235631339,,,,-0.9575199693082327,0.037276246,0.035493422,0.14500026,0.05121099565436776,0.009936437816243994,0.09646678185712691,0.10081048743416444,0.052542372881355943,-0.07457627118644068,2.3961058,3.0832953,0.14500003
331,0.049905378012225235,0.026655535758338823,0.19916238637792782,,,,-0.584625180945339,0.039993946,0.035822928,0.14500026,0.05776769425756034,0.011124338483781098,0.09614891274420125,0.10082712786446825,0.057627118644067804,-0.07457627118644068,2.4780722,3.2734382,0.14500003
332,0.033424977004643336,0.02667624331783501,0.18358948388975166,,,,-0.9874028989246914,0.04284553,0.036119793,0.14500026,0.06487992751625613,0.012588287214530038,0.09576320799838346,0.10082662372358638,0.06271186440677969,-0.07457627118644072,2.5601563,3.4647534,0.14500003
333,0.0314124068013255,0.02674791296518789,0.1490173756060203,,,,-0.08212208534990038,0.046005968,0.036516048,0.14500026,0.07353247303147158,0.014119196502618473,0.09538841640627911,0.1008391535044591,0.06779661016949154,-0.0745762711864407,2.6423066,3.657383,0.14500003
334,0.025227731916772963,0.026606804726246026,0.08018091114080604,,,,-0.7595067222913107,0.049343087,0.036884237,0.14500026,0.08168304551227092,0.015852169387346248,0.09494052059034364,0.10083529335123699,0.07288135593220342,-0.0745762711864407,2.7111075,3.819178,0.14500003
335,0.025187538387018562,0.02658335989529263,0.11442582165481606,,,,-0.8619426602408999,0.053007554,0.037358567,0.14500028,0.0919032061041279,0.018057018171775397,0.09450106044417153,0.10084377833112727,0.07796610169491525,-0.0745762711864407,2.7170281,3.8663912,0.14500003
336,0.025218600633017525,0.026466083966988168,0.10296374523192289,,,,-0.9733566522598267,0.056840498,0.037805222,0.14500026,0.10180575521954144,0.019624355990402145,0.09398942384352374,0.10083592114835281,0.08305084745762713,-0.07457627118644068,2.7115173,3.8980777,0.14500003
337,0.0252720522793988,0.026469374862355042,0.12744091385441295,,,,-0.5261713070027968,0.061005224,0.03835926,0.14500026,0.11185722069641797,0.021354944267993076,0.0934861530976944,0.10084180699171605,0.08813559322033901,-0.0745762711864407,2.4143133,3.5825307,0.14500003
338,0.02543735341458175,0.026511731501978435,0.08327035046161761,,,,-0.9768804045284496,0.06534311,0.03888916,0.14500025,0.12234681714171708,0.02406180325310678,0.09290971672258269,0.10083071579753809,0.09322033898305082,-0.07457627118644068,2.1171088,3.2698276,0.14500003
339,0.025618397014820656,0.026602451366047213,0.0764891212386836,,,,-0.9557861180866466,0.07001463,0.03953568,0.14500026,0.13395828932375903,0.02594345023662696,0.09234136401359964,0.10083110441235099,0.09830508474576272,-0.0745762711864407,1.8199047,2.9609702,0.14500003
340,0.025727835919586915,0.026750795360223897,0.11065573942251368,,,,-0.520835654680119,0.07485259,0.040160608,0.14500026,0.1451460381454599,0.02855734562889607,0.09170014842965882,0.10081412177254342,0.10338983050847454,-0.07457627118644065,1.522439,2.6521144,0.14500003
341,0.0257710748111949,0.02795299154696824,0.06762963442531678,,,,-1.0406421561573826,0.08004572,0.040905014,0.14500028,0.15561082761740158,0.0300942896463667,0.09106532277288679,0.1008110668007787,0.10847457627118644,-0.07457627118644065,1.2245618,2.342491,0.14500003
342,0.025877792405658802,0.03082146647611608,-0.005125486719944318,,,,-0.22867511594018272,0.08543061,0.041630063,0.14500026,0.16628048238646545,0.03218039767058394,0.09035389705523748,0.10079242457616008,0.11355932203389829,-0.0745762711864407,0.9266854,2.0428054,0.14500003
343,0.02603074774538665,0.03514283956147175,-0.037626473847401004,,,,-0.699208004530086,0.091177575,0.042483732,0.14500026,0.17324877533322142,0.03344895197309117,0.08964908723913297,0.10078667875507294,0.1186440677966102,-0.07457627118644065,0.8950394,2.0175252,0.14500003
344,0.026311975015536428,0.04592794630398687,0.39244792979783144,,,,-0.9515947021287063,0.09706078,0.043315217,0.14500026,0.1794214441285445,0.035186706110684494,0.08887270234746592,0.10076476852906761,0.12372881355932208,-0.0745762711864407,0.8681782,1.9321727,0.14500003
345,0.026324578704111166,0.04664753525316336,0.5875013847489592,,,,-0.8055870779629412,0.10334451,0.044282183,0.14500026,0.18413878690354116,0.03575705107257156,0.08810144288158714,0.1007580381796237,0.12881355932203387,-0.0745762711864407,0.8296227,1.8068848,0.14500003
346,0.026380814859729384,0.050320909821290435,0.2834887377550799,,,,-1.0616019950515923,0.10979094,0.0452263,0.14500026,0.18687786427165348,0.036125927080963245,0.08725075965451855,0.10073865486466825,0.13389830508474587,-0.0745762711864407,0.7910653,1.6839266,0.14500003
