,t,x_0,x_1,x_2,x_des_0,x_des_1,x_des_2,ntr,ale_mse,mean_mse
3186,15.931922114010398,0.024511485396021555,0.027969970913838908,0.014252128204514151,0.024989574204334078,0.02804883797455624,0.0,0.0,0.0,0.0
3187,15.941929282512797,0.02453341442072864,0.02823936400448536,0.014251910271074739,0.025010425827461016,0.028345302149123428,0.0,0.0,0.0,0.0
3188,15.941924876484181,0.024515226768584482,0.028511273312638103,0.014235077930392798,0.024989574140595928,0.028644181039894547,0.0,0.0,0.0,0.0
3189,15.951932075665681,0.02453686221423932,0.028818741029965424,0.014224287840929235,0.025010425891496192,0.02897342695683268,0.0,0.0,0.0,0.0
3190,15.9519276388152,0.024519805688797292,0.029132529959037732,0.014209372481732306,0.024989574076261647,0.029305351156338835,0.0,0.0,0.0,0.0
3191,15.96193486896242,0.024544537639450702,0.029480827575654234,0.014196075300909711,0.025010425956131704,0.02966783285999461,0.0,0.0,0.0,0.0
3192,15.961930401001299,0.024529051523133165,0.029833065234766778,0.014166927909493901,0.024989574011322627,0.030033109361170932,0.0,0.0,0.0,0.0
3193,15.971937662405093,0.024553229705715253,0.03022215964622113,0.014145124503687129,0.025010426021376347,0.030428985942312574,0.0,0.0,0.0,0.0
3194,15.971933163040378,0.024538568539685487,0.030618326997823242,0.014115755354478066,0.024989573945770283,0.030827625494803737,0.0,0.0,0.0,0.0
3195,15.981940455995895,0.024565545051084096,0.03104963087242041,0.014084801245297488,0.025010426087238836,0.0312567593294118,0.0,0.0,0.0,0.0
3196,15.981935924930232,0.02455204053238539,0.031485702464363434,0.014040044428337374,0.0249895738795954,0.031688476291098014,0.0,0.0,0.0,0.0
3197,15.991943249737064,0.024576270042079226,0.03195760356532089,0.014003999635994448,0.02501042615372823,0.032150434457338326,0.0,0.0,0.0,0.0
3198,15.991938686668657,0.024557799450795146,0.03243258078451912,0.013952698800140368,0.024989573812789132,0.032614649729466885,0.0,0.0,0.0,0.0
3199,16.00194604363078,0.024576918900758346,0.03293926882884063,0.013905954290553312,0.025010426220853834,0.03310870841369175,0.0,0.0,0.0,0.0
3200,16.001941448253337,0.02455170327921975,0.03344747493620065,0.013855116386464899,0.024989573745341883,0.03360455527045921,0.0,0.0,0.0,0.0
3201,16.01194883767937,0.02456251268343578,0.03398875877659689,0.013807947638285935,0.02501042628862506,0.03412970697308254,0.0,0.0,0.0,0.0
3202,16.01194420968197,0.024531078033240193,0.03453282108871736,0.013746327996030164,0.024989573677244213,0.03465603959651381,0.0,0.0,0.0,0.0
3203,16.021951631885205,0.024538206822951054,0.03510858258654628,0.013691977361390547,0.02501042635705169,0.03521100294860661,0.0,0.0,0.0,0.0
3204,16.0219469709522,0.02450208819013327,0.0356860473291909,0.013641765897184622,0.024989573608486138,0.035766407479575324,0.0,0.0,0.0,0.0
3205,16.031954426250635,0.02450330646179992,0.03629681764470891,0.01360550580229437,0.02501042642614352,0.03634963948102452,0.0,0.0,0.0,0.0
3206,16.031949732061587,0.024463795102496747,0.03690980237413566,0.013559356746123498,0.02498957353905792,0.036932447397265124,0.0,0.0,0.0,0.0
3207,16.041957220778123,0.02446456691775433,0.0375533540565077,0.013520861018643516,0.0250104264959108,0.03754215788734577,0.0,0.0,0.0,0.0
3208,16.041952493007688,0.02442395168886324,0.03819662772643442,0.013483145453725325,0.024989573468949162,0.03815046151929456,0.0,0.0,0.0,0.0
3209,16.05196001547016,0.024420521517504457,0.03886953317664757,0.013466282524582467,0.025010426566363646,0.038784629690497764,0.0,0.0,0.0,0.0
3210,16.051955253788012,0.024374448878729853,0.039539237145282805,0.013449868795837656,0.02498957339814954,0.03941629968581878,0.0,0.0,0.0,0.0
3211,16.061962810329298,0.024366735410836438,0.040233865653762815,0.013454687844299708,0.02501042663751279,0.04007269245178178,0.0,0.0,0.0,0.0
3212,16.061958014399924,0.024316211659772387,0.04092251516970234,0.013473127985817552,0.024989573326648234,0.04072539699941459,0.0,0.0,0.0,0.0
3213,16.07196560535811,0.024303654533439596,0.04163680604677271,0.01351867453661017,0.02501042670936891,0.0414015890278025,0.0,0.0,0.0,0.0
3214,16.07196077484083,0.024250811049708665,0.04234596056095657,0.013584433552257687,0.024989573254434464,0.04207281465238357,0.0,0.0,0.0,0.0
3215,16.081968400559244,0.0242388702178247,0.043077551991337684,0.013668666714165669,0.025010426781943092,0.04276620987355983,0.0,0.0,0.0,0.0
3216,16.081963535108066,0.02418710795332496,0.04379949158462614,0.013738089838890702,0.024989573181497138,0.043453283611060156,0.0,0.0,0.0,0.0
3217,16.09197119593542,0.024176449797493678,0.04454272818476444,0.013809919988602083,0.0250104268552464,0.044161138013403746,0.0,0.0,0.0,0.0
3218,16.091966295198894,0.024128475088082937,0.045277101262343585,0.013881178236590052,0.024989573107824882,0.04486125077882795,0.0,0.0,0.0,0.0
3219,16.10197399148938,0.024123978545888852,0.04603132287634484,0.013968575396449101,0.025010426929290508,0.04558069630153061,0.0,0.0,0.0,0.0
3220,16.101969055110523,0.02408141005748844,0.04677343405771822,0.014049920747819565,0.02498957303340609,0.04629092725952967,0.0,0.0,0.0,0.0
3221,16.11197678722395,0.024079668488970474,0.04753269815815484,0.014132229749703431,0.025010427004086993,0.0470189965937284,0.0,0.0,0.0,0.0
3222,16.111971814840125,0.02403874510175037,0.04827743422666001,0.014203211984459908,0.024989572958228866,0.047736338342959525,0.0,0.0,0.0,0.0
3223,16.121979583142053,0.02404037001828951,0.049037422383792474,0.014288503294696579,0.0250104270796479,0.04846999045204448,0.0,0.0,0.0,0.0
3224,16.121974574384787,0.024004653254547408,0.049783305233115624,0.014356787629542317,0.02498957288228122,0.04919137483413919,0.0,0.0,0.0,0.0
3225,16.131982379246534,0.024010493585449575,0.050545248627708005,0.014423050671623009,0.025010427155985417,0.04992752100408468,0.0,0.0,0.0,0.0
3226,16.131977333741514,0.02397756912960468,0.051291422465894736,0.014478384152680053,0.02498957280555077,0.050649845348056124,0.0,0.0,0.0,0.0
3227,16.141985175540448,0.023986279778897175,0.05205042956328728,0.014537003953159159,0.025010427233111972,0.05138537557862406,0.0,0.0,0.0,0.0
3228,16.141980092907282,0.023955213083731303,0.05279150894300337,0.014580171410767865,0.024989572728024878,0.05210552919157021,0.0,0.0,0.0,0.0
